Date,Store name,Payment context,Device ID,Status,Payment type,Sales,Teya fee,Teya fee classifier,Interchange fee,Scheme fee,MOTO fee,Fixed fee,Chargeback fee,Total fees,Pay by Link Email,Pay by Link Phone,Settlement status
2026-04-04,Camping KEMP CARLSBAD,TERMINAL,f58wPPnr,SUCCEEDED,PAYMENT,1150,10.93,,2.3,3.93,,,,17.16,,,
2026-04-03,Camping KEMP CARLSBAD,PAY_BY_LINK,,PENDING,PAYMENT,2300,,,,,,,,,,,
2026-04-03,Camping KEMP CARLSBAD,SOFT_POS,hpKmiqCd,SUCCEEDED,PAYMENT,4917,46.71,,9.83,16.82,,,,73.36,,,
2026-04-03,Camping KEMP CARLSBAD,SOFT_POS,hpKmiqCd,FAILED,PAYMENT,4917,,,,,,,,,,,
2026-04-03,Camping KEMP CARLSBAD,SOFT_POS,hpKmiqCd,FAILED,PAYMENT,4917,,,,,,,,,,,
2026-04-03,Camping KEMP CARLSBAD,PAY_BY_LINK,,PENDING,PAYMENT,5950,,,,,,,,,,,
2026-04-03,Camping KEMP CARLSBAD,SOFT_POS,hpKmiqCd,SUCCEEDED,PAYMENT,196,1.86,,0.39,0.67,,,,2.92,,,
2026-04-03,Camping KEMP CARLSBAD,SOFT_POS,hpKmiqCd,FAILED,PAYMENT,196,,,,,,,,,,,
2026-04-03,Camping KEMP CARLSBAD,SOFT_POS,hpKmiqCd,SUCCEEDED,PAYMENT,1440,13.68,,4.32,4.92,,,,22.92,,,
2026-04-01,Camping KEMP CARLSBAD,PAY_BY_LINK,,PENDING,PAYMENT,5712,,,,,,,,,,,
2026-04-01,Restaurace KEMP CARLSBAD,TERMINAL,rJ7yQU7k,SUCCEEDED,PAYMENT,10,0.06,,0.03,0.02,,,,0.11,,,
2026-04-01,Camping KEMP CARLSBAD,PAY_BY_LINK,Od84Ep1f,SUCCEEDED,PAYMENT,3130,29.74,,6.26,10.7,,,,46.7,,,
2026-03-31,Restaurace KEMP CARLSBAD,PAY_BY_LINK,Bdmyc3ZD,SUCCEEDED,PAYMENT,1120,6.16,,12.88,2.69,,,,21.73,,,
2026-03-31,Camping KEMP CARLSBAD,PAY_BY_LINK,,PENDING,PAYMENT,2450,,,,,,,,,,,
2026-03-30,Camping KEMP CARLSBAD,SOFT_POS,hpKmiqCd,SUCCEEDED,PAYMENT,1000,9.5,,2,3.42,,,,14.92,,,
2026-03-30,Camping KEMP CARLSBAD,SOFT_POS,hpKmiqCd,SUCCEEDED,PAYMENT,500,4.75,,1,1.71,,,,7.46,,,
2026-03-30,Camping KEMP CARLSBAD,PAY_BY_LINK,Od84Ep1f,SUCCEEDED,PAYMENT,14400,136.8,,237.6,49.25,,,,423.65,,,
2026-03-30,Camping KEMP CARLSBAD,SOFT_POS,hpKmiqCd,SUCCEEDED,PAYMENT,3485,33.11,,6.97,11.92,,,,52,,,
2026-03-30,Camping KEMP CARLSBAD,SOFT_POS,hpKmiqCd,SUCCEEDED,PAYMENT,2995,28.45,,5.99,10.24,,,,44.68,,,
2026-03-30,Camping KEMP CARLSBAD,SOFT_POS,hpKmiqCd,SUCCEEDED,PAYMENT,2995,28.45,,5.99,10.24,,,,44.68,,,
2026-03-26,Camping KEMP CARLSBAD,PAY_BY_LINK,,PENDING,PAYMENT,5390,,,,,,,,,,,
2026-03-26,Camping KEMP CARLSBAD,PAY_BY_LINK,,PENDING,PAYMENT,8864,,,,,,,,,,,
2026-03-25,Camping KEMP CARLSBAD,PAY_BY_LINK,Od84Ep1f,SUCCEEDED,PAYMENT,6900,37.95,,13.8,23.6,,,,75.35,,,
2026-03-24,Camping KEMP CARLSBAD,PAY_BY_LINK,Od84Ep1f,SUCCEEDED,PAYMENT,670,3.69,,1.44,2.29,,,,7.42,,,
2026-03-23,Camping KEMP CARLSBAD,PAY_BY_LINK,Od84Ep1f,FAILED,PAYMENT,7225,,,,,,,,,,,
2026-03-18,Camping KEMP CARLSBAD,PAY_BY_LINK,,PENDING,PAYMENT,6860,,,,,,,,,,,
2026-03-17,Camping KEMP CARLSBAD,PAY_BY_LINK,Od84Ep1f,SUCCEEDED,PAYMENT,3920,21.56,,7.84,13.41,,,,42.81,,,
2026-03-16,Camping KEMP CARLSBAD,PAY_BY_LINK,Od84Ep1f,SUCCEEDED,PAYMENT,2180,11.99,,4.36,7.46,,,,23.81,,,
2026-03-15,Camping KEMP CARLSBAD,PAY_BY_LINK,,PENDING,PAYMENT,343,,,,,,,,,,,
2026-03-13,Camping KEMP CARLSBAD,SOFT_POS,hpKmiqCd,SUCCEEDED,PAYMENT,7605,41.83,,15.21,26.01,,,,83.05,,,
2026-03-13,Camping KEMP CARLSBAD,SOFT_POS,hpKmiqCd,SUCCEEDED,PAYMENT,6225,34.24,,12.45,21.29,,,,67.98,,,
2026-03-13,Camping KEMP CARLSBAD,PAY_BY_LINK,Od84Ep1f,SUCCEEDED,PAYMENT,2758,15.17,,5.52,9.43,,,,30.12,,,
2026-03-12,Camping KEMP CARLSBAD,PAY_BY_LINK,Od84Ep1f,SUCCEEDED,PAYMENT,21991,120.95,,43.98,75.21,,,,240.14,,,
2026-03-12,Camping KEMP CARLSBAD,PAY_BY_LINK,Od84Ep1f,SUCCEEDED,PAYMENT,6860,37.73,,13.72,23.46,,,,74.91,,,
2026-03-12,Camping KEMP CARLSBAD,PAY_BY_LINK,Od84Ep1f,SUCCEEDED,PAYMENT,7450,40.98,,14.9,25.48,,,,81.36,,,
2026-03-11,Camping KEMP CARLSBAD,PAY_BY_LINK,,PENDING,PAYMENT,7105,,,,,,,,,,,
2026-03-11,Camping KEMP CARLSBAD,PAY_BY_LINK,,PENDING,PAYMENT,3825,,,,,,,,,,,
2026-03-10,Camping KEMP CARLSBAD,PAY_BY_LINK,,PENDING,PAYMENT,462,,,,,,,,,,,
2026-03-09,Camping KEMP CARLSBAD,PAY_BY_LINK,Od84Ep1f,SUCCEEDED,PAYMENT,900,4.95,,1.8,3.08,,,,9.83,,,
2026-03-09,Camping KEMP CARLSBAD,PAY_BY_LINK,Od84Ep1f,SUCCEEDED,PAYMENT,2744,15.09,,5.49,9.38,,,,29.96,,,
2026-03-09,Camping KEMP CARLSBAD,PAY_BY_LINK,,PENDING,PAYMENT,2744,,,,,,,,,,,
2026-03-09,Camping KEMP CARLSBAD,PAY_BY_LINK,,PENDING,PAYMENT,7140,,,,,,,,,,,
2026-03-09,Camping KEMP CARLSBAD,PAY_BY_LINK,Od84Ep1f,SUCCEEDED,PAYMENT,3300,18.15,,6.6,11.29,,,,36.04,,,
2026-03-09,Camping KEMP CARLSBAD,PAY_BY_LINK,Od84Ep1f,SUCCEEDED,PAYMENT,2665,14.66,,5.33,9.11,,,,29.1,,,
2026-03-09,Camping KEMP CARLSBAD,PAY_BY_LINK,,PENDING,PAYMENT,900,,,,,,,,,,,
2026-03-09,Camping KEMP CARLSBAD,DIGITAL,Od84Ep1f,SUCCEEDED,REFUND,960,,,,,,,,,,,
2026-03-08,Camping KEMP CARLSBAD,PAY_BY_LINK,,PENDING,PAYMENT,6400,,,,,,,,,,,
2026-03-07,Camping KEMP CARLSBAD,PAY_BY_LINK,,PENDING,PAYMENT,21991,,,,,,,,,,,
2026-03-06,Camping KEMP CARLSBAD,PAY_BY_LINK,,PENDING,PAYMENT,6895,,,,,,,,,,,
2026-03-04,Camping KEMP CARLSBAD,PAY_BY_LINK,Od84Ep1f,SUCCEEDED,PAYMENT,4080,22.44,,8.77,13.95,,,,45.16,,,
2026-03-03,Camping KEMP CARLSBAD,PAY_BY_LINK,Od84Ep1f,SUCCEEDED,PAYMENT,735,4.04,,2.36,2.51,,,,8.91,,,
2026-03-03,Camping KEMP CARLSBAD,PAY_BY_LINK,Od84Ep1f,SUCCEEDED,PAYMENT,330,1.82,,0.66,1.13,,,,3.61,,,
2026-03-03,Camping KEMP CARLSBAD,PAY_BY_LINK,Od84Ep1f,SUCCEEDED,PAYMENT,450,2.48,,1.35,1.54,,,,5.37,,,
2026-03-03,Camping KEMP CARLSBAD,PAY_BY_LINK,,PENDING,PAYMENT,1500,,,,,,,,,,,
2026-03-01,Camping KEMP CARLSBAD,PAY_BY_LINK,,PENDING,PAYMENT,7140,,,,,,,,,,,
2026-02-25,Camping KEMP CARLSBAD,PAY_BY_LINK,,PENDING,PAYMENT,3920,,,,,,,,,,,
2026-02-25,Camping KEMP CARLSBAD,PAY_BY_LINK,,PENDING,PAYMENT,6000,,,,,,,,,,,
2026-02-18,Camping KEMP CARLSBAD,SOFT_POS,hpKmiqCd,SUCCEEDED,PAYMENT,7996,43.98,,15.99,27.35,,,,87.32,,,
2026-02-16,Camping KEMP CARLSBAD,PAY_BY_LINK,,PENDING,PAYMENT,1100,,,,,,,,,,,
2026-02-15,Camping KEMP CARLSBAD,PAY_BY_LINK,,PENDING,PAYMENT,500,,,,,,,,,,,
2026-02-12,Camping KEMP CARLSBAD,PAY_BY_LINK,Od84Ep1f,SUCCEEDED,PAYMENT,3920,21.56,,7.84,13.41,,,,42.81,annaprychyna@gmail.com,,
2026-01-20,Camping KEMP CARLSBAD,PAY_BY_LINK,,PENDING,PAYMENT,150,,,,,,,,,,,
2026-01-11,Camping KEMP CARLSBAD,TERMINAL,f58wPPnr,SUCCEEDED,PAYMENT,1800,9.9,,3.6,6.16,,,,19.66,,,
2026-01-11,Camping KEMP CARLSBAD,TERMINAL,f58wPPnr,SUCCEEDED,PAYMENT,1300,7.15,,2.6,4.45,,,,14.2,,,
2026-01-08,Camping KEMP CARLSBAD,PAY_BY_LINK,,PENDING,PAYMENT,48.9,,,,,,,,,o.stepeniev@gmail.com,,
